IDS,root,Reply,meta reply
49,,, @MariluMarta Y tu eres chileno?.no estamos hablando de temas economicos .se habla de territorio
49,,," @Riquer_ Mis padres si lo son y tengo la nacionalidad por eso. Insisto, ese territorio está en manos privadas, entiendes o te supera?"
49,, @ragochile No tienen que convencernos a los chilenos. Es a los jueces y las porquería de canales de televisión que parecen <COREF CAD=4 IDE=1>bolivianos</COREF> dando tanta tribuna al <COREF CAD=4 IDE=2>Evo</COREF>. Aaah. también a los apátridas que llevaron en la delegación.,
49,," @THEOTOCOPOULUS La playa boliviana que le dio Fujimori con todos los derechos menos soberanía , varias hectarias la tienen botada.-",
49,," @Carmona9Ingrid Señores , <COREF CAD=4 IDE=1>Bolivia</COREF> está haciendo un gran trabajo de víctima , cuando nosotros los chilenos diremos y haremos propaganda de todo los beneficios y gastos que Chile invierte en carreteras puerto aranceles y aduanas etc . Despierten políticos",
49,, @hilaester ES DE SENTIDO COMUN Q EL HABER CONVERSADO CON ALGUIEN NO SIGNIFICA QUE OBLIGADAMENTE DEBE CONVERSAR NUEVAMENTE Y LLEGAR A ACUERDO-LA HAYA AL ACEPTAR ESTE CASO EN ESTAS CONDICIONES VA A PERDER CREDIBILIDAD Y SERIEDAD-LOS POLITICOS PIZARRO Y GUILLIER VAN A HACER CAMPAÑA,
49,," @cdkr_ck Se necesita un corte definitivo a este problema! Todo <COREF CAD=4 IDE=1> boliviano</COREF> está totalmente pendiente, atento y esperanzado. Por todo esto <COREF CAD=3 IDE=2>Chile</COREF> debe cerrar fronteras definitivamente con <COREF CAD=4 IDE=3>Bolivia</COREF> hasta que este cambie sus constantes hostigamientos mi presidente @sebastianpinera No + Bolivia",
49,, @manupedjavi1977 El norte de <COREF CAD=3 IDE=1>chile</COREF> no se regala...presidente piñera mano dura ...a proteger <COREF CAD=2 IDE=2>nuestra soberania</COREF> ..por algo lo elegimos nuestro presidente,
49,," @VIVIAN_GROSSMAN Rep Checa, Eslovenia, Suiza, Austria, Bielorusia, etc etc NO tienen mar y son DESARROLLADOS. Ni 1 milímetro",
49,, @Zara06338156 ESTOY IMPRESIONADA CON EL TESTIMONIO DE UN BISNIETO DE UN HEROE DE LA GUERRA DEL PACIFICO CON MUCHA PASION CONTO COMO DEFENDIERON <COREF CAD=2 IDE=1>TIERRA CHILENA</COREF> CON LAGRIMAS.LO VI COMO AMA LA TIERRA</COREF> QUE ALGUNOS HONORABLES QUIEREN REGALAR A <COREF CAD=4 IDE=2>EVO MORALES</COREF>,
49,," @Jonesnakez Ni un centímetro!! algunos dicen todo está privatizado pero por el hecho de haber nacido en este bello país eres chileno y debes cuidar tu casa para tu hijos y nietos,honrar la vida de los que dieron su vida por este país es lo que hay que hacer Ni un centímetro!!",
49,," @almarzampia Mano dura Sebastian Piñera, <COREF CAD=3 IDE=1>la patria</COREF> se defiende, no se regala! Les podemos ceder a todos los progres del Congreso q tanto estorban a la recuperación del país y q arruinaron c su corrupción!",
49,," @Flacaespia Acabo de ver el video y me encantó...Admiro la política en sí, pero no a los políticos que la ensucian con sus abusos de poder...Solo puedo decir sea como sea me siento Orgullosa de haber nacido en esta <COREF CAD=3 IDE=1>larga y angosta faja de tierra</COREF>!!!",
49,," @MarioSateler Creo que a <COREF CAD=3 IDE=1>nuestros representantes</COREF> les ha faltado agresividad, <COREF CAD=4 IDE=2>Evo</COREF> insulta nuestras autoridades, dice cuanta mentira y tontera se le ocurre, hace giras hablando de su causa y nosotros solo hablamos del tratado</COREF> de 1904. Mala gestion nuestra y poca imaginacion.",
49,,, @lcch Dejen q hable ex canciller es esto q tiene mejor manejo del tema y mayor experiencia.
49,," @DiegoPa58707934 CHILE, DECIME QUÉ SE SIENTE, SABER QUE SE TE VIENE EL MAR... TE JURO QUE AUNQUE PASEN LOS AÑOS, NUNCA NOS VAMOS A OLVIDAR... POR ACÁ NO VUELVAS MÁS, OJALÁ TE TAPE EL MAR, QUE TE AYUDEN LOS INGLESES A NADAR.",
49,," @Tabuk1088 Que bonito vídeo, me emocionó.",
49,, @BPIRACES Hay que declarar a <COREF CAD=4 IDE=1>Bolivia</COREF> en agresión contra <COREF CAD=3 IDE=2>Chile</COREF> y en incumplimiento de <COREF CAD=1 IDE=3>tratado</COREF> al intentar darlo de baja,
50," @robertoampuero Quiero reiterar mis palabras tras <COREF CAD=1 IDE=1>los alegatos</COREF> de <COREF CAD=2 IDE=2>Bolivia</COREF>: mientras <COREF CAD=2 IDE=3>el país vecino</COREF> niega la historia, <COREF CAD=3 IDE=4>Chile</COREF> la honra. Ese será, hasta el final, nuestro objetivo principal en la CIJ #ChileEnLaHaya",,
50,," @cesar_altabus Si los tratados se respetan y tienen vocación de paz, porque violaron el Tratado de límites entre Bolivia y Chile de 1866, invadieron, declararon la guerra, asesinaron, violaron y dañaron tanto a sus vecinos, por unos centavos de incremento en el impuesto???", @rguerracortes Bolivia rompió en primer lugar el tratado de limites de 1874.
50,, @cgloriabb Por q seguimos en el Pacto de Bogotá? Debemos retirarnos.,
50,, @SEBASMUGEN Retiro inminente del pacto de Bogotá!!!! Urgente!,
50,, @lacedemonio23 Muy bien. Se debe dejar en claro que no apoyamos la teleserie de <COREF CAD=2 IDE=1>evo morales</COREF>. <COREF CAD=3 IDE=2>Nuestro pais</COREF> y su historia merece respeto.,
50,," @IustaSatis Fuerza Ministro <COREF CAD=3 IDE=1>Chile</COREF> no se rinde, un saludo desde el Sur.",
50,, @CammasCamilo Para que seguir con esto? La corte no tiene facultad de imperio. Es cosa de salirse del pacto y ya. Otros países se acogieron solo para comparecer de forma voluntaria,
50,," @rsgabogado Palabras para el Marmol Canciller. Algún argumento ""en serio"" o nos quedamos solo con la fabula?",
50,, @Plumaescarlata Por fin un discurso con fuerza,
50,, @Madriarengi Bieeeeen no aguanten ni una ....,
50,, @DanielaHoracia Excelente hoy por la mañana ministro!! por fin salió el liberal por sus palabras!! Hasta me lo imaginé de candidato a presidente... cómo nos veríamos con un presidente converso y LIBERAL???... que lindo!!!! <3 abrazo Roberto! Te tenemos FE!,
50,, @Beto37105039 Bien eso es querer a <COREF CAD=3 IDE=1>Chile</COREF> por sobre todo el circo marxista que lo quiere regalar.,
50,,"  @rolo13callata <COREF CAD=2 IDE=1>Bolivia</COREF> se alza en el corazón de Sudamerica su pueblo honra la verdad y no olvida, olvidó <COREF CAD=3 IDE=2>Chile</COREF> que el tratado de 1904 se firmó bajo amenzas", @Apostoltec Bolívia fue el agresor y nos defendimos. Se imagina si hubiésemos perdido la guerra? 17 millones de chilenos estaríamos ascinados en Isla de Pascua
50,," @marceladelgado2 Ni un centímetro de territorio,mucho menos mar..<COREF CAD=3 IDE=1>la patria</COREF> se defiende !!viva <COREF CAD=3 IDE=2>chile</COREF> mierda",
50,, @servmanual Es penoso ver <COREF CAD=2 IDE=1>Evo</COREF> usar patrañas para satisfacer su ambicion dsmedida.influenciando a manifestaciones inutiles,
51, @adnradiochile Camión que transportaba pintura la derramó en el Río Chonch, @servmanual Es penoso ver Evo usar patrañas para satisfacer su ambicion dsmedida.influenciando a manifestaciones inutiles,
51,, @El_Guty2013 Esta vez debió haber sido un camión con mierda,
52, @adnradiochile United Airlines ofreció por error pasajes a 120 mil pesos a Australia y después declinó , @Despiertahuman1 El ser Humano casi igual que un pato. Un Paso y una cagada. la diferencia que la cagada del pato sirve de abono. y la cagada del ser humano no sirve para nada y perjudica el planeta.,
53, @adnradiochile Transbank reportó caída en su servicio por corte de luz, @rmastaller Tengo hasta mis asientos elegidos a través de la página de United! Además de un cargo en la tarjeta de crédito y los boletos emitidos,
53,, @JaniVenegas Ahora esta funcionando sin problemas,
53,," @italoT_T ""Corte de luz""??? la energía o corriente es la que se corta. No la luz. Intento de periodista",
53,, @carlos_dbc por último hubiesen dicho que tuvieron problemas con el satélite y las tormentas solares... pero por corte de luz... uffff,
54,  @adnradiochile Evo Morales realizó actividad de camaradería en la orilla de la playa de La Haya , @juan_pradenas Y yo reiniciando el equipo....como 3 veces...cuekkkk...,
54,, @45f1d75b394e41f aprovecha weon es lo más cerca del mar que estaras,
54,, @caciro1 Este personaje lo único que quiere es perpetuarse en el poder ilusionando a un pueblo que ya le dio su desaprobación!!!,
54,, @pancho2180 Dejen de darle cabida a este personajillo falso si lo único que quiere es nuestro territorio .. Perú ya les dio playa y no la quisieron. . Que pare de tonteras esta boliviano penca,
54,, @ramonmoralescl  A este pelafustan lo unico que le falta es llevar traje de baño una sombrilla y unos niños con arena.... para dar pena weon,
54,," @mmmm290 Queria saber lo que era el mar, yo estoy seguro que estaba verde por bañarse alli, pero no podia por estar trabajando...que aproveche, cuando vuelva a bolivia dificilmente volvera a ver algo igual, ¿que se siente tener unos marinos de agua dulce?...",
54,, @consububita Jajajaja no le queda otra,
54,,"  @BSEGUNDA Tiene q puro ver el mar de esa manera, porque Chile no le dará ni una gota de nuestro mar, a dar la vida por lo nuestro",
54,," @ivan07_33155 @evoespueblo. Tengan mucho cuidado en Holanda por permitir que Evo Morales haga actividades de camaradería a orillas de su mar, después dirá que por algo se lo permitieron, porque había temas pendientes y tratará de lograr un enclave a lo menos.",
54,, @colalarga666 Payaso,
54,, @renecacique1469 Capaz q los demande,
55,   @adnradiochile #Cadem: Sólo un 7% de los chilenos está por darle a Bolivia una salida al mar , @ivanoss99 Evo deja de prestarle el poto a los jueces!!,
55,, @clickmaan coincidencia... 6 o 7% son los comunistas? ,
55,, @ominousfiurur Veamos si con esto el FA se ilumina y deja de apoyar a Bolivia. Les está significando una pérdida masiva de votos (aunque eso me parece excelente).,
55,, @Phaseactive No creó que sean chilenos de verdad !,
55,, @kreamorales Jajaj ese 7% son peruanos,
55,, @rromeroulloa La opinión de chileno común es sólo repitiendo lo que reiteran las autoridades.que no dan argumentos ni razones.sólo repiten que 1904 quedó todo zanjado. No cuentan todos los hechos. Cambia la opinión cuando se sabe todos los puntos.," @vertigopop360 Acaso Bolivia nació con acceso al mar en 1825??? Ya antes de la Guerra del Pacífico declarada por parte de Bolivia y Perú a Chile, habían razones suficientes para saber que lo que está solicitando Morales no ha lugar...y eso que no cito el famoso Tratado"
55,, @RicardoRiquel16 Esos son los wns del PC y del FA seguro!! No se para qué los tildan de Chilenos cms vende patrias!!,
55,, @Sam_LM1985 Y le dan con Cadem....,
55,, @Emor_Mauro Te apuesto que son bolivianos nacionalizados chilenos.,
55,, @bernard00076719 Otra vez las encuestitas!! Truchas!!,
55,," 
@SrFuentesA de verdad existe un poder que obligue aún país ceder territorio a otro? creo que no!!!",
55,," @hisitaa Habemos varios q no nos han encuestado! Y q apoyamos la salida al mar para Bolivia (x cierto, mar que no nos pertenece a los chilenos, sino a las 7 familias mas ricas del pais), debiesemos estar todos en la misma lucha, es mucho mas q un 7%. Libertad para los pueblos y la tierra!"," @patoroberIV Por desconocimiento o ser anti sistema más que nada,de apego nada."
55,, @Jairmaxrx La encuesta fue en casi 700 personas osea 49 son vende patria acéfalos.,
55,," @gonzaloko Encuesta hecha al interior del F A en la Región Metropolitana, lo que es un 0.07 en la población chilena.",
55,, @antmoli Frente amplio y los comunistas,
55,," @PALESTINEAN un T del dueño de cadem en el 2013.......tienen ""seriedad"" sus ESTUDIOS ? (no son gratis)",
56,LavinJoaquin Lamentablemente la <COREF CAD=1 IDE=1>mujer</COREF><COREF CAD=2 IDE=2> atropellada</COREF> falleció en el <COREF CAD=3 IDE=3>lugar</COREF>. Av. Americo Vespucio con Rapallo,,
56,,"queenxpollii que lamentable,trabajo a una cuadra de<COREF CAD=2 IDE=1> ahí</COREF> y se vuelve insoportable los bocinazos de los automovilistas que ni para un accidente con una <COREF CAD=1 IDE=2>persona fallecida tienen respeto. ",
56,,,LavinJoaquin Mal
56,,"XimeSimple Lamentable, mis condolencias para la familia. Ahora entiendo por qué hay tanta congestión.",
56,,,LavinJoaquin Si. Eso es
56,,HernanGajardo75 Lamentable noticia.,
56,,,LavinJoaquin Si  mal
56,,pablolabarcac Pucha que fome.,
56,,,LavinJoaquin Si  mal
56,,"vivianag15 que triste ,<COREF CAD=1 IDE=1>Q.E.P.D.</COREF> no me entere de este <COREF CAD=2 IDE=2>accidente,.Saludos Joaquín",
56,,,LavinJoaquin Saludos Viviana!
56,,patricio431 Que lástima Alcalde.,
56,,,LavinJoaquin Si. Mal
56,,Mariane45153307 Lamentable,
56,,,LavinJoaquin Si. Mal
56,,Claudmv Que pena mas grande,
56,,,LavinJoaquin Así es
56,,Lizstaar Que triste pasé por <COREF CAD=3 IDE=1>ahí hace un rato</COREF>,
56,,,LavinJoaquin Si. Mal
56,,rcbtata Debe aplicarse todo el rigor de la Ley y encarcelar a este conductor asesino que no respeta la Ley de Tránsito. Mucha gente inocente muere a causa de infractores como este y nada se hace ,
56,,LamariDLcarmen Qué lamentable noticia,
56,,sharpito Una lastima,
56,,CameliaBlanca que triste noticia,
56,,Kalinka22 Que pena más grande,
56,,DelMarAzulino Que pena. Saludos a su familia,
56,,SebastianMagnaM <COREF CAD=3 IDE=1>Rapallo/vespucio y portofino/vespucio</COREF> son esquinas muy peligrosas... vivo a metros y casi todos los dias hay accidentes,
56,,"macabile qué triste, me enteré por el taco enorme que se formó en Del Inca",
56,,"VeruVergara Es una pena, ánimo a la familia",
56,,martine_leonor Que lamentable!!!,
56,,Eldesoto Que tragedia más grande...,
56,,ChocolatesBoris Ánimo y fuerza a la familia.,
56,,WanderlustStgo Si. Mal,
56,,facp1 Ahora que gobierna Piñera ojala que saque plata de los 3 mil millones de dolares que tiene guardados para pagar el funeral,
56,,,Ljubeticdaslav Estupido tu comentario ! Un abrazo 
57,"sebastianpinera Gracias a<COREF CAD=1 IDE=1> Stephen Hawking</COREF> por abrir nuestras <COREF CAD=6 IDE=6>mentes</COREF> sobre el <COREF CAD=2 IDE=2>origen del universo y la vida</COREF>. Nos mostró un <COREF CAD=3 IDE=3>camino<COREF/> que revolucionó la <COREF CAD=4 IDE=4>ciencia y nos enseñó que, cuando tenemos<COREF CAD=5 IDE=5> voluntad y talento </COREF>, somos capaces de tocar las estrellas.",,
57,,"jack_toto_herer José Maza: El <COREF CAD=2 IDE=1>ORIGEN DEL UNIVERSO</COREF>, dios o el big bang? Piñera: diosssssss",
57,,,"pela0yakuzza Piñera: ""Yo"""
57,,,jack_toto_herer le faltó poco
57,,,"riflardo Le entendí ""YIOSSSS"" (Casi ""Yo"")."
57,,,pela0yakuzza JAJAJA...cierto
57,,"fyanine Guardando las proporciones entre ambos, Ud. Presidente Piñera ha abierto más mentes que <COREF CAD=1 IDE=1>Hawking</COREF>. Ud. Hizo el milagro de unir a la centroderecha e independientes como yo, cambió la intención de voto de gran parte de la NM y devolvió la esperanza.",
57,,,FdoFigueroaLeon Cornetero !!!
57,,,"fyanine Aquí el único que le gusta soplar la corneta son los necios y los zurdos que viven con la mano tendida y las piedras y la capucha como Ud. Si tanto le gusta la corneta, actúe como tal y hablé con el ex ministro Campos para que la sostenga."
57,,"AlephEdu 2/nov/2017, programa #CandidatoLlegóTuHora el astrónomo José Maza le pregunta ""¿Dios o el Big Bang?"". Ud respondió: ""Dios"".",
57,,barancibiav Eso no resta que reconozca el legado del<COREF CAD=1 IDE=1> físico…</COREF>,
57,,,mikaelsbt Eso resta exactamente gran parte del legado del <COREF CAD=1 IDE=1>fisico</COREF>.
57,,,barancibiav Eso es reducir el legado del <COREF CAD=1 IDE=1>físico</COREF>
57,,,mikaelsbt Exacto.
57,,,joseamc007 En eso NO concuerdo con usted<COREF CAD=2 IDE=1> el origen del universo y la vida</COREF> no se determino como lo explico <COREF CAD=1 IDE=1>este hombrecito</COREF> q mas encima <COREF CAD=1 IDE=1>era ateo</COREF>
57,,,"mang0sta Imagino que lo planteas en base a tus creencias, que evidentemente no tenemos por ir compartir. Solo piensa que si hubieras nacido en otro lugar del mundo serías budista, musulman, o de cualquier otra creencia. Creer que tienes la verdad absoluta"
57,,,Zarcofa Ser creyente o cristiano. No es según donde se nazca. Como un ejemplo de ello la Biblia a sido traducida a más de 450 idiomas de forma completa y más de 2000 lenguas de forma parcial (nuevo testamento). No es solo cosa de creer sino informarse.
57,,,"mang0sta Insisto, esa es tu creencia"
57,,"Rodrigimon Menos mal q no dijo q <COREF CAD=1 IDE=1>será</COREF> muy recordado por su gran actuación en ""El silencio de los inocentes""",
57,,mAeS_espinoza Cada vez q leo algo d Piñera agradeciendo a una persona ya imagino una #piñericosas ! ,
57,,,OscarOrtiz1954 Es que tu mente es mas pequeña que una hormiga
57,,,mAeS_espinoza Mira tu q eres inteligente 
57,,"Kanivall Csm q manera de leer pura mierda contra sebastianpinera , no creen los weones q se les pasa la mano ? Por culpa de uds weones de mierda q vivo en un País q no avanza por justamente uds son las mierdas q todo lo trancan o encuentran malo.",
57,,,"Pamedepica Acúsanos con tu presi, Alfonso."
57,,,"Kanivall No es necesario, me basta con darme cuenta q uds son puras mierdas resentidas."
57,,,Pamedepica Por algo será.
57,,,Blanquitaclara1 Un ejemplo para quienes sufrimos enfermedades crónicas«SI TU CUERPO TE LIMITA NO DEJES QUE TU MENTE TAMBIEN LO HAGA» un sabio
57,,Plenitud69 <COREF CAD=1 IDE=1>Demostró</COREF> el podé de la mente a pesar de que su cuerpo solo era un armazón. .con la tecnología logro comunicaré a través de maquinas que podían descifrar lo que su cerebro pensaba,
57,,"SoyunaPandora ""Nuestras mentes "" Cuáles libros de científico se ha estudiado presidente?",
57,,luna1310 Presidente que le vaiga bien que le vaiga bien que le vaiga bien!!!,
57,,zapatini2012 Curiosidad: <COREF CAD=1 IDE=1>Stephen Hawking</COREF> nació en el 300 aniversario de Galileo Galilei y murió el día del cumpleaños de Albert Einstein y del número π (pi),
57,,"rpl2010 Gracias Adonai Yeshua Ha-Mashiach Porque Tu Eres El Criador de Los Cielos, La Tierra y La Mar. A Ti SEÑOR Sea La Alabanza, La Gloria y El Imperio Por Siempre Salmo 19 Versículo 1:  Los Cielos Cuentan La Gloria de DIOS, Y El Firmamento Anuncia La ",
57,,krudobestia <COREF CAD=1 IDE=1>Abrió</COREF> varias <COREF CAD=6 IDE=2>mentes</COREF> Aunque algunas No se destapan Ni con soda cáustica,
57,,MadridFrancoN Un <COREF CAD=3 IDE=1>camino</COREF> que en Chile no seguirá por falta de recursos a la <COREF CAD=4 IDE=2>ciencia</COREF> e investigación... gran aporte,
57,,cristinadpchile Absolutamente de acuerdo. Que <COREF CAD=1 IDE=1>descanse en paz y nos ilumine</COREF>,
57,,ysabel_mery2012 De todas maneras<COREF CAD=1 IDE=1> era un genio</COREF>,
57,,carmene202020 un<COREF CAD=1 IDE=1> hombre</COREF> con una mente brillante .,
57,,cmunozp2007gma1 Usted logro abrir también la bóveda del banco de Talca y salir ileso....ese si que es mérito.,
57,,colilina Y un sistema educativo y de salud que respalde a las personas discapacitadas y con enfermedades raras,
57,,MeloMun Felicitaciones Sr. Presidente éxito en todo,
57,,"CuricoDePrimera Que paradójico no? Un ferviente creyente da las gracias a <COREF CAD=1 IDE=1>quien</COREF> por convicción, no creía en ninguno de sus dioses.  Viva la diversidad no?",
57,,emirogluedward1 presidente que pasa con la católica solo esa universidad tiene pega con usted,
57,,"LarrySantanaz Piñera: gran perdida para el elenco de los Simpson, jaja",
57,,lucho_santis Se me perdio la billetera,
57,,"LuisSil76287740 Excelente comentario Sr. Presidente , mucho éxito en su gestión . Saludos",
57,,Paola75133206 Bien mi presidente...,
57,,"yazmin22043249 Bueno, a esta hora esta comprobando in situ si Dios existe o no.",
57,,"ArellanGerald Sabía usted señor errores, que el <COREF CAD=1 IDE=1> señor</COREF> que usted nombra dijo: ""el apocalipsis del mundo, es el capitalismo"". Al mismo que usted le prende velas.... Mejor entreguemos más risas señor presitonto.....",
57,,felipediazolave #PiñeraDelincuente una vez más haciendo gala de su torpe ignorancia tropezándose consigo mismo.,
57,,monicatroncos10 Es una muy buena reflexión para un <COREF CAD=1 IDE=1>GRAN CIENTÍFICO </COREF>que no trepidó en cumplir sus sueños....con tremendas dificultades..,
57,,"RodriguezNena Qué bellas palabras Sr Presidente Piñera, las suscribo totalmente...",
57,,Guyanezf Agregando a la <COREF CAD=5 IDE=1>voluntad y talento</COREF> se suma RECURSOS!!! Más financiamiento a las <COREF CAD=4 IDE=2>ciencias</COREF> y tecnologías en chile...tenemos mucho de que investigar y estrellas que tocar!,
57,,"Quicho70 Descansa en paz Stephen, el mundo necesita urgente gente como tú, de gran inteligencia. Seguiremos tu legado, dentro de nuestras capacidades, buscando la verdad en todos los ámbitos del saber.",
57,,"j_olivares Claro, el<COREF CAD=2 IDE=1> origen</COREF> del universo y las galacteas...",
57,,thefonseca89 Grande piñi ,
57,,"Evelyn_Bonard También despedimos a <COREF CAD=1 IDE=1>un gran referente</COREF> de lucha contamina enfermedad tan devastadora presente en Chile, <COREF CAD=1 IDE=1>el</COREF> con sus recursos y tecnología pudo vivir mucho tiempo, en Chile no se puede #ElaAlAuge por favor Sr. Presidente",
57,,rodrigofromero Por <COREF CAD=5 IDE=1>talento</COREF> y brazitos cortos ya sabemos quien no va a tocar el cielo,
57,,BorjasDarie Recuerda q  debes .irar hacia las Estrellas y no abajo..<COREF CAD=1 IDE=1>STEDHEN HAWKING</COREF>,
57,,"Lnoram48 Ojalá esta vez se entienda que Chile no es solo un nicho de negocios,sino que también hay un pueblo que está esperando salir de la humillación con sueldos,trabajos dignos,Sebastian tienes la oportunidad de quedar como el presidente que le dio un",
57,,,patodonosor Qué iluso!
57,,HPipestone chupalla jefe...por un momento pensé que iba a decir “gracias <COREF CAD=1 IDE=1>Stephen</COREF> por esa magistral actuación en el silencio de los inocentes” ufff,
57,,Orlando_Gi1 que siutequeria mas grande..tipico de un gallo q no sabe del tema....le soplaron y se fue en gradilocuencia mediatica...sebastianpinera  ya esta en el Gobierno?...,
57,,"silv_ron En <COREF CAD=1 IDE=1>su libro</COREF> ""El gran diseño "" afirmó que el universo se creó de la nada, de forma espontánea, como consecuencia inevitable de las leyes de la física.",
57,,"El_lala Estimado Presidente, si ud. cree en Dios, entonces ya sabe como se creo todo. Saludos coediales.",
57,,Vivi98356608 Le suplico ayuda señor presidente ya que hace mas de 3 años estoy siendo abusada por OS7 de carabineros específicamente del señor Ramon Hernandez,
57,,silvitamaribel Quien lo entiende???? ,
57,,LastraCastillo Si gracias!!#,
57,,NelsonMT merecidas palabras Presidente para un <COREF CAD=1 IDE=2>hombre que derribó todas las fronteras físicas<COREF CAD=1 IDE=1> Stephen Hawking</COREF>,
57,,"JuanEdu00979923 Sr Presidente, a estas alturas abrir su mente sobre el origen del universo y la vida deja que desear respecto a sus convicciones. Dios creo el universo y la vida, siga con eso.",
57,,"copihue68 Muy triste !! Acá tenemos muchos que quieren tocar las estrellas, hay que darles cupo a nuestros científicos !!!",
57,,"enriquellanosr4 E incluso el, tener el cuidado de tocarlas",
57,,mikaelsbt Jajajaja así te abrió la mente jajaajaja,
57,,Guiller08224229 Sea el Big Bang o Dios nunca lo sabremos . El universo es un misterio.....,
57,,InteractivoMix Usted dice ser hijo de Dios y cree en las teorías de <COREF CAD=1 IDE=1>Hawking</COREF>. La verdad no lo entiendo. Se contradice solo. Lo mismo pasó el otro día con el tema de la identidad de género. Monedita de oro.,
57,,janoluis73 Conocimos la Galactea...,
57,,"GuillermoTapiaM <COREF CAD=1 IDE=1>Demostró</COREF> que cuando se quiere aportar se puede, gran experiencia de vida.",
57,,dlizana Hay que estar abiertos de mentes desde siempre.,
57,,"Crispohlh No solo eso estimado Presidente, si no también la consecuencia de nuestros actos como humanidad y la necesidad imperiosa de comenzar a cuidar nuestro planeta para evitar un desastre ecológico que postergue la calidad de vida de las generaciones",
57,,PPerez2006 Gran aporte a la humanidad,
57,,vpatinobaez Como si hubieras tenido mucha física en la U....,
57,,Shaker_uc no era que dios no dio la vida?,
57,,"TocaPel0tas Si vo ni lo conociai wn qliao retrograda, si incluso llegaste a ningunearlo",
57,,"_caritopaz_ Que lindas palabras presidente, aunque no me gusten los políticos por todo lo que esconden, lo respeto, y destaco su sentir por este magnífico hombre",
57,,Shaker_uc awww lo que tienes de tierna...,
57,,abravosativo Pero si eso lo creo Diosito po!,
57,,Enriquehidalgo Así es. Querer es poder...una lastima para perder un genio como ese.,
57,,Juancarlo81 Póngase de acuerdo. ,
58,adnradiochile <COREF CAD=1 IDE=1>Gutiérrez</COREF> critica a <COREF CAD=2 IDE=2>general director de Carabineros</COREF> por <COREF CAD=3 IDE=3>vínculo</COREF> con <COREF CAD=4 IDE=4>explotación sexual</COREF> de <COREF CAD=5 IDE=5>mujeres</COREF>,,
58,,"crojasrivera no es razonable cuestionar la credibilidad y profesionalismo <COREF CAD=2 IDE=1>de una persona</COREF> ya adulta y con suficiente experiencia,  respecto a una sancion disciplinaria de arresto, que <COREF CAD=2 IDE=2>le</COREF fue impuesta cuando era subteniente,  es decir, cuando tenia unos 20",
58,,Jorgealexriosm2 Díganle al <COREF CAD=1 IDE=1> Sr. Gutierrez</COREF> que viene llegando su avión,
58,,AdolfoRomero528 <COREF CAD=1 IDE=1>Ella</COREF> la super-autoridad moral mundial universal!,
58,,edrumerz <COREF CAD=1 IDE=1>Eeeeeeel</COREF> po...el Cura Gutiérrez...dando cátedra de ética y buenas costumbres...,
58,,retrovertigod Es imposible tomar en serio a <COREF CAD=1 IDE=1>este payaso</COREF>,
58,,0a204375dd844f3 <COREF CAD=1 IDE=1>Este personaje (Gutierrez)</COREF> debe estar libre de pecado. Me gustaria saber qué hacia a los 21 años? Que pobre y básico.,
58,,Victor_Perez_7 Si nos juzgarán a todos por los condoros de juventud ... Quien tira la primera piedra ?? ,
58,,"siquieresmelees Eso es abuso de poder aquí y en la quebra del aji, <COREF CAD=2 IDE=1>el</COREF> no era un joven cualquiera <COREF CAD=2 IDE=2>era y es</COREF> una autoridad",
58,,,Victor_Perez_7 Creo que equivocas la definición de autoridad .
58,,,"siquieresmelees Para nada, era oficial de carabineros tte o sub tte es autoridad ante cualquier ciudadano y sus subalternos"
58,,,"Victor_Perez_7 No. Que ejerza autoridad, no quiere decir que lo sea. Los carabineros son funcionarios públicos por definición, los diputados son autoridad porque son elegidos en sufragio."
58,,,"siquieresmelees Se equivoca rotundamente @Carabdechile son autoridades el hecho de jurar por la patria y vestir el uniforme los hace sujetos de autoridad, son testigos de fe ante cualquier conflicto por lo tanto su autoridad y palabra valen  El hecho de "
58,,daelduch Pagaste las costas???.....,
58,,gasp169 Por qué siempre le dan tribuna?,
58,,"humroj Corta el webeo<COREF CAD=1 IDE=1> comunista</COREF>, lo eligió tu presidente Piñera",
58,,virginiagajardo Que desesperante !! es ver a este <COREF CAD=1 IDE=1>señor</COREF> todos los días con la misma cantinela .. como decía mi abuela,
58,,josearos2013 <COREF CAD=1 IDE=1>Este csm</COREF> le sabe la vida a todos,
58,,"SolNaciente201 <COREF CAD=1 IDE=1>Este tipejo</COREF> lo único que sabe es reclamar por todo,cómo si <COREF CAD=1 IDE=2>el</COREF> hiciera algo constructivo.",
58,,VictorM53946263 Callate <COREF CAD=1 IDE=1>hombre lobo ctm</COREF>,
58,,Luis41833194 Que le habrá hecho el padre adoptivo ( SOF. De Ejército) a <COREF CAD=1 IDE=1>este pobre gallo</COREF> que odia a todo ser humano que use uniforme....???. O sólo es un cretino malagradecido....!!!!,
58,,"prc_passport <COREF CAD=1 IDE=1>Este fue</COREF> el mismo que denunció a la @Armada_Chile cuando estaban subiendo chelitas a un submarino, cierto?",
58,,JorgeCa34743087 Sr:<COREF CAD= 1 IDE=1>Hugo_Gutierrez_</COREF>  prefiero<COREF CAD=2 IDE=2> un general</COREF PUTO que un <COREF CAD=2 IDE=3>General</COREF> maraco y ladron,
58,,pabloj64 Explotaban <COREF CAD=1 IDE=1>a su</COREF> madre parece hdp.,
